id,app,category,website_hint,one_line_description,auth_methods,auth_summary,access_model,access_notes,api_surface_type,api_surface_breadth,api_surface_summary,mcp_status,existing_mcp_url,buildability_verdict,main_blocker,evidence_urls,confidence,agent_notes,verified,verification_notes
68,MongoDB Atlas,"Developer, Infra and Data Platforms",mongodb.com/docs/atlas/api,Managed cloud service for MongoDB clusters with a control-plane Administration API for provisioning and operations.,Service account; OAuth2; API key,"The Atlas Administration API supports Service Accounts using OAuth2 client-credentials (client ID + secret exchanged for access tokens, the recommended method) and legacy programmatic API keys (public/private key pair) using HTTP Digest authentication.",self_serve,Free-tier Atlas accounts can create service accounts or API keys in the org/project settings UI immediately; keys are scoped by Atlas roles the user assigns.,REST,broad,"Admin API v2 covers the full control plane: clusters, projects/orgs, database users, network access, backups, alerts, monitoring, and billing. It does not query document data — data access goes through drivers.",official_mcp,https://github.com/mongodb-js/mongodb-mcp-server,build_now,none,https://www.mongodb.com/docs/atlas/api/api-authentication/; https://www.mongodb.com/docs/api/doc/atlas-admin-api-v2/authentication; https://www.mongodb.com/docs/mcp-server/; https://github.com/mongodb-js/mongodb-mcp-server,high,"Digest auth for legacy API keys is unusual (not plain basic/bearer) — HTTP clients must support RFC 7616 digest; service-account OAuth2 avoids this. The old HTTPS Data API for documents was deprecated, so CRUD on documents requires drivers/mongosh (the official MCP server wraps both admin API and database operations). 'Digest' is not in the allowed enum, so it is captured under API key here.",False,
69,Datadog,"Developer, Infra and Data Platforms",docs.datadoghq.com/api,"Observability and security platform for metrics, logs, traces, monitors, and dashboards across cloud infrastructure.",API key,API requests authenticate with an org-level API key in the DD-API-KEY header; read/management endpoints additionally require a user-scoped Application key in DD-APPLICATION-KEY. OAuth2 exists for published marketplace integrations but was not verified here as a general API auth path.,trial_or_free_but_limited,"Self-serve signup (free tier and 14-day trial); API and application keys are generated instantly under Organization Settings. Full product value generally requires paid plans, but credentials themselves are self-serve.",REST,broad,"REST API (v1/v2) spans metrics, logs, monitors, dashboards, events, incidents, users, security signals, and key management — nearly the whole platform.",official_mcp,https://docs.datadoghq.com/mcp_server/,build_now,none,https://docs.datadoghq.com/account_management/api-app-keys/; https://docs.datadoghq.com/api/latest/authentication/; https://docs.datadoghq.com/mcp_server/; https://github.com/shelfio/datadog-mcp,high,"Official remote MCP Server is documented at docs.datadoghq.com/mcp_server/ (query APM, logs, metrics, monitors, dashboards); numerous community MCP servers also exist. Multi-region sites (datadoghq.com, datadoghq.eu, us3/us5, ap1) mean the API base URL must be configurable per customer. The two-key model (API key + app key) must be modeled as a paired credential.",False,
70,Sentry,"Developer, Infra and Data Platforms",docs.sentry.io/api,"Error monitoring and application performance platform that captures exceptions, stack traces, and traces from apps.",Bearer token; Personal access token; OAuth2,"All API requests use bearer-token auth: organization auth tokens (sntrys_, recommended, org-scoped) or personal tokens created in user settings with specific scopes. OAuth2 (authorization code, plus device authorization grant RFC 8628) is supported for third-party apps acting on behalf of users.",self_serve,Free developer-tier accounts on sentry.io can create org tokens and personal tokens immediately from settings; no approval required.,REST,broad,"REST API at sentry.io/api/0/ covers organizations, projects, teams, issues/events, releases, alerts, and discover queries — most of the product surface.",official_mcp,https://mcp.sentry.dev/,build_now,none,https://docs.sentry.io/api/auth/; https://docs.sentry.io/account/auth-tokens/; https://mcp.sentry.dev/; https://github.com/getsentry/sentry-mcp-stdio,high,Official remote MCP at mcp.sentry.dev supports OAuth login and streamable HTTP (with SSE fallback); the stdio variant (getsentry/sentry-mcp-stdio) is maintained but superseded. Self-hosted Sentry instances need a configurable base URL. Token types (org vs personal vs internal-integration) matter for scoping toolkit actions.,False,
71,Notion,Productivity and Project Management,developers.notion.com,"Connected workspace for docs, wikis, and databases used for notes and project management.",API key; Personal access token; OAuth2,"Internal connections use a static integration token (API key), user-scoped Personal Access Tokens are available for scripts, and public multi-workspace integrations use OAuth 2.0 with access/refresh tokens.",self_serve,"All credential types are self-serve via Notion's developer portal; internal tokens/PATs are issued immediately, OAuth client ID/secret issued after creating a public connection. Workspace-owner role needed to create an internal connection, and pages must be shared with the integration.",REST,broad,"REST API covering pages, databases, blocks, comments, users, files, and search, subject to Notion's page-sharing permission model.",official_mcp,https://developers.notion.com/guides/mcp/overview,build_now,none,https://developers.notion.com/docs/authorization; https://developers.notion.com/guides/mcp/overview; https://github.com/makenotion/notion-mcp-server; https://www.notion.com/help/notion-mcp,high,"Notion has both an official hosted MCP (mcp.notion.com, OAuth-based) and an official open-source server (makenotion/notion-mcp-server). Integration only sees pages explicitly shared with it, which agents must account for.",False,
72,Airtable,Productivity and Project Management,airtable.com/developers,Low-code relational database/spreadsheet hybrid for building collaborative apps and workflows.,Personal access token; OAuth2,"Web API supports personal access tokens (created at airtable.com/create/tokens) and OAuth 2.0 for third-party integrations; legacy API keys were fully deprecated as of Feb 1, 2024.",self_serve,PATs are self-serve from the token creation page; OAuth integrations are registered self-serve at /create/oauth. Enterprise admin panel offers service-account-style tokens for enterprise orgs.,REST,broad,"REST Web API for records CRUD, bases, table/field schema (metadata), views, webhooks, and enterprise admin endpoints, scoped via token scopes and base access.",official_mcp,https://support.airtable.com/docs/using-the-airtable-mcp-server,build_now,none,https://airtable.com/developers/web/api/authentication; https://support.airtable.com/docs/using-the-airtable-mcp-server; https://github.com/domdomegg/airtable-mcp-server,high,"Airtable now has an official hosted MCP server (mcp.airtable.com/mcp, OAuth) in addition to well-known community servers like domdomegg/airtable-mcp-server. Key detail for integrations: legacy API keys no longer work; PAT/OAuth only.",False,
73,Linear,Productivity and Project Management,developers.linear.app,Issue tracking and project management tool for software teams.,API key; OAuth2,Single GraphQL endpoint (api.linear.app/graphql) authenticated with personal API keys (created in Security & access settings) or OAuth2 bearer tokens for multi-user apps.,self_serve,Any Linear user can self-serve create a personal API key in workspace Security & access settings; OAuth applications are created self-serve in Linear's developer settings.,GraphQL,broad,"GraphQL API exposing essentially the full product model: issues, projects, teams, cycles, comments, users, attachments, plus webhooks.",official_mcp,https://linear.app/docs/mcp,build_now,none,https://linear.app/developers/graphql; https://linear.app/docs/mcp; https://linear.app/changelog/2025-05-01-mcp,high,developers.linear.app now redirects to linear.app/developers. Official hosted MCP at mcp.linear.app supports both interactive OAuth and direct Authorization: Bearer with API keys or OAuth tokens. Note personal API keys are sent as 'Authorization: <key>' without the Bearer prefix.,False,
74,Jira,Productivity and Project Management,developer.atlassian.com,Atlassian's issue tracking and agile project management platform for software teams.,OAuth2; API key; Basic auth; JWT,"Jira Cloud REST API supports OAuth 2.0 (3LO) for apps, Basic auth using an Atlassian account API token, JWT for Connect apps, and Forge-managed OAuth 2.0.",self_serve,"API tokens are self-serve from any Atlassian account (id.atlassian.com); OAuth 2.0 (3LO) apps are created self-serve in the Atlassian developer console. Marketplace listing requires review, but plain API access does not.",REST,broad,"Extensive REST APIs (Jira platform v2/v3, Jira Software/Agile, Jira Service Management) covering issues, JQL search, projects, boards, sprints, users, workflows, and webhooks.",official_mcp,https://github.com/atlassian/atlassian-mcp-server,build_now,none,https://developer.atlassian.com/cloud/jira/platform/security-overview/; https://github.com/atlassian/atlassian-mcp-server; https://support.atlassian.com/atlassian-rovo-mcp-server/docs/use-atlassian-rovo-mcp-server/; https://www.atlassian.com/blog/announcements/remote-mcp-server,high,"Atlassian's official remote (Rovo) MCP server covers Jira, Confluence, JSM, Bitbucket and Compass, using OAuth 2.1 or API tokens; reported GA Feb 2026. Cloud vs Data Center APIs differ; this research covers Jira Cloud. OAuth 3LO tokens are granular-scoped and site-specific (cloudid-based).",False,
75,Asana,Productivity and Project Management,developers.asana.com,"Work management platform for team tasks, projects, portfolios, and goals.",Personal access token; OAuth2; Service account,"API supports personal access tokens from the developer console, OAuth 2.0 (plus OIDC) for multi-user apps, and Enterprise-only service accounts with org-wide access.",self_serve,"PATs and OAuth apps are created self-serve in Asana's developer console on any account; only service accounts are gated (Enterprise tier, super-admin created).",REST,broad,"REST API covering tasks, projects, sections, portfolios, goals, workspaces, users, custom fields, attachments, plus webhooks and batch endpoints.",official_mcp,https://developers.asana.com/docs/using-asanas-mcp-server,build_now,none,https://developers.asana.com/docs/authentication; https://developers.asana.com/docs/using-asanas-mcp-server; https://forum.asana.com/t/new-v2-mcp-server-now-generally-available/1122647,high,"Asana's official MCP V2 server (https://mcp.asana.com/v2/mcp, Streamable HTTP, OAuth) is GA; the V1 SSE endpoint (mcp.asana.com/sse) is deprecated with shutdown announced for late 2026. Service accounts are the only paid-gated auth path.",False,
76,Monday.com,Productivity and Project Management,developer.monday.com,"Work OS with customizable boards for project, CRM, and workflow management.",Personal access token; OAuth2,GraphQL API (api.monday.com/v2) authenticates with a personal V2 API token from the Developer Center passed in the Authorization header; monday apps use scoped app tokens/OAuth for marketplace-style integrations.,trial_or_free_but_limited,"Tokens are self-serve from the user's Developer Center, but API access is not included on the Free plan; a paid plan (or trial) is required, and rate limits are complexity-based with paid add-ons for more daily calls.",GraphQL,broad,"GraphQL API covering boards, items, columns, groups, updates, users, workspaces, docs, and webhooks, with complexity-based rate limiting.",official_mcp,https://github.com/mondaycom/mcp,build_with_limits,"API access is not available on the Free plan, so end users need a paid monday.com plan or trial",https://developer.monday.com/api-reference/docs/authentication; https://github.com/mondaycom/mcp; https://support.monday.com/hc/en-us/articles/360005144659-Does-monday-com-have-an-API,high,Official open-source MCP (@mondaydotcomorg/monday-api-mcp) is maintained by monday.com's AI team and uses a MONDAY_TOKEN API token. Auth docs I fetched detail personal tokens; OAuth2 exists for monday apps but I confirmed it only indirectly (fetched page contrasts personal tokens with scoped app tokens).,False,
77,ClickUp,Productivity and Project Management,clickup.com/api,"All-in-one productivity platform for tasks, docs, goals, and time tracking.",Personal access token; OAuth2,"REST API supports non-expiring personal API tokens (pk_ prefix, generated in Settings > Apps) and OAuth 2.0 authorization-code flow for multi-user apps.",self_serve,"Personal tokens are self-serve for any user in Settings > Apps; OAuth apps are created self-serve by workspace owners/admins, which issues a client_id and secret.",REST,broad,"REST API covering tasks, lists, folders, spaces, docs, comments, custom fields, goals, time tracking, and webhooks.",official_mcp,https://developer.clickup.com/docs/connect-an-ai-assistant-to-clickups-mcp-server,build_now,none,https://developer.clickup.com/docs/authentication; https://developer.clickup.com/docs/connect-an-ai-assistant-to-clickups-mcp-server; https://help.clickup.com/hc/en-us/articles/33335772678423-What-is-ClickUp-MCP; https://github.com/taazkareem/clickup-mcp-server,high,"ClickUp now has a first-party hosted MCP server (https://mcp.clickup.com/mcp), OAuth-only, available on all plans but described as public beta in help docs. Mature community servers (e.g., taazkareem/clickup-mcp-server) also exist.",False,
78,Coda,Productivity and Project Management,coda.io/developers,"All-in-one doc platform combining documents, tables/databases, and automations.",API key; Bearer token,Coda API v1 is a REST API authenticated with a static API token sent as 'Authorization: Bearer <token>'; the API reference does not document OAuth for the public API.,self_serve,API tokens are generated self-serve from Coda account settings (free accounts included); the fetched API reference itself does not walk through token creation.,REST,medium,"REST API for docs (list/create/delete/share/publish), pages, tables, columns, rows (read/insert/upsert/update/delete), formulas, controls, permissions, automations, and account/analytics info.",official_mcp,https://help.coda.io/hc/en-us/articles/44722661982989-Connect-to-the-Coda-MCP,build_now,none,https://docs.superhuman.com/developers/apis/v1; https://github.com/orellazri/coda-mcp; https://github.com/vish288/mcp-coda; https://help.coda.io/hc/en-us/articles/44722661982989-Connect-to-the-Coda-MCP,medium,"Surprise: coda.io/developers/apis/v1 now 307-redirects to docs.superhuman.com/developers/apis/v1 (Coda is part of Grammarly's Superhuman brand), which adds rebrand/doc-churn risk. No official Coda MCP found, only multiple community servers. Token self-serve acquisition and absence of OAuth were not fully confirmed from the fetched page, hence medium confidence.",True,"mcp_status corrected in QA: Coda now publishes an official first-party MCP server (beta) at https://coda.io/apis/mcp per its help center, which supersedes the community orellazri/coda-mcp classification. | existing_mcp_url updated to Coda's official MCP help article."
79,Smartsheet,Productivity and Project Management,smartsheet.com/developers,"Enterprise work management platform built around spreadsheet-like sheets, reports, and dashboards.",API key; OAuth2,REST API supports raw access tokens generated in the Smartsheet UI (sent as Bearer in the Authorization header) and 3-legged OAuth 2.0 for user-consent integrations; separate tokens/regions for Gov and EU.,self_serve,"Access tokens are generated self-serve in the Smartsheet UI by any account user; OAuth apps are registered by the developer. Fetched auth docs mention no plan-based API gating, though a Smartsheet account (paid or trial) is needed.",REST,broad,"REST API covering sheets, rows, columns, cells (with history), reports, workspaces, discussions/comments, attachments, users, and webhooks.",official_mcp,https://developers.smartsheet.com/ai-mcp/smartsheet/mcp-server,build_now,none,https://developers.smartsheet.com/api/smartsheet/guides/basics/authentication; https://developers.smartsheet.com/ai-mcp/smartsheet/mcp-server; https://www.smartsheet.com/content-center/smartsheet-mcp-server-now-generally-available,high,"Smartsheet's official MCP server is GA, routes through the REST API, and supports OAuth 2.0 or a personal access token; there's also a direct Smartsheet connector in Claude. I could not confirm from official docs whether API token generation is restricted on any plan tier.",False,
80,Harvest,Productivity and Project Management,harvestapp.com / help.getharvest.com/api-v2,"Time tracking, invoicing, and project budget reporting tool for teams.",Personal access token; OAuth2,Harvest API v2 (REST) supports personal access tokens created in the Harvest ID Developers section and OAuth2 (authorization code and implicit flows) for multi-user apps; requests must also send Harvest-Account-Id and User-Agent headers.,self_serve,PATs and OAuth2 app registration are both self-serve at id.getharvest.com/developers on any Harvest account (free tier/trial available).,REST,medium,"REST API v2 covering time entries/timers, clients, projects, tasks, users, expenses, invoices, estimates, and reports.",official_mcp,https://support.getharvest.com/hc/en-us/articles/46293697226381-Harvest-MCP,build_now,none,https://help.getharvest.com/api-v2/authentication-api/authentication/authentication/; https://support.getharvest.com/hc/en-us/articles/46293697226381-Harvest-MCP; https://github.com/ianaleck/harvest-mcp-server,medium,"Harvest now documents an official 'Harvest MCP' connection in its Help Center for AI assistants (timers, logging hours, budget queries), but the article returned 403 to direct fetch, so I confirmed it only via search snippets and could not verify its endpoint or auth details; many community Harvest MCP servers also exist. API auth/access details are high-confidence from fetched official docs.",True,Manually verified in QA sample; no corrections needed.
81,Stripe,Finance and Fintech,stripe.com/docs/api,"Payments infrastructure platform for accepting and managing online payments, billing, subscriptions, and payouts.",API key,Every API call authenticates with an account-level secret API key (test and live pairs generated at signup); restricted keys (rk_) with scoped permissions are supported for least-privilege access. The hosted MCP server additionally supports OAuth for client connections.,self_serve,"Fully self-serve: creating a Stripe account instantly yields sandbox/test-mode and live-mode key pairs from the Developers Dashboard. Live-mode payment processing requires standard account activation (business details), but API credentials themselves are self-serve.",REST,broad,"Very large REST API covering payments, customers, invoices, subscriptions, products/prices, refunds, disputes, balance, payment links, Connect, and more, with full API reference at docs.stripe.com/api.",official_mcp,https://docs.stripe.com/mcp,build_now,none,https://docs.stripe.com/keys; https://docs.stripe.com/api/authentication; https://docs.stripe.com/api; https://docs.stripe.com/mcp,high,"Cleanest case in this batch. Stripe hosts a remote MCP server at mcp.stripe.com (OAuth or API key) with ~23 billing/payments tools, plus docs-search tools. Restricted API keys are a good fit for scoping agent access.",False,
82,Plaid,Finance and Fintech,plaid.com/docs,"Financial data network that lets apps connect to users' bank accounts for account data, auth, identity, transactions, and payments.",API key; OAuth2,"Core API authenticates with client_id + secret sent as headers (PLAID-CLIENT-ID / PLAID-SECRET) or in the request body — effectively an API-key pair. Plaid's Dashboard MCP server uses OAuth2 client_credentials tokens with an mcp:dashboard scope; end-user bank connections flow through Link (with bank-side OAuth), not developer OAuth.",self_serve,"Self-serve Dashboard signup provides Sandbox credentials immediately; Production access requires applying/being approved for at least one Plaid product (compliance/use-case review). Classic fintech split: instant sandbox, gated production.",REST,broad,"REST API covering accounts, auth, transactions, identity, investments, liabilities, payment initiation, and Link token flows across Sandbox and Production environments.",official_mcp,https://plaid.com/docs/resources/mcp/,build_with_limits,"Production API access requires Plaid approval for at least one product; also most valuable data requires end-user Link flows, which need UI hand-off",https://plaid.com/docs/api/; https://plaid.com/docs/quickstart/; https://plaid.com/docs/resources/mcp/; https://plaid.com/blog/plaid-mcp-ai-assistant-claude/,high,"Plaid has two official MCP servers: a remote Dashboard MCP (api.dashboard.plaid.com/mcp/, Production-approved teams only, OAuth token) focused on integration diagnostics/analytics, and a local dev-toolkit MCP for sandbox/mock data. Neither is a general 'act on bank data' server — end-user data access still goes through Link.",False,
83,Binance,Finance and Fintech,binance-docs.github.io,"World's largest cryptocurrency exchange offering spot, margin, and derivatives trading plus wallet and earn products.",API key; HMAC signature,Secure endpoints require an API key (X-MBX-APIKEY header) created on the account's API Management page; SIGNED endpoints additionally require a request signature — HMAC-SHA256 over the query string/body using the secret key (docs also describe asymmetric key signing options). Public market-data endpoints need no auth.,self_serve,"Self-serve: create a Binance account (KYC verification required) and generate API keys from the API Management page; a spot testnet exists for development. No partner program needed, but geographic restrictions apply (e.g., Binance.com unavailable in the US; Binance.US is a separate API at docs.binance.us).",REST,broad,"Very broad REST (plus WebSocket) surface across spot, margin, USDS-M/COIN-M futures, wallet, sub-accounts, staking/earn, convert, and more, now documented at developers.binance.com (binance-docs.github.io is the legacy location).",community_mcp,https://github.com/AnalyticAce/binance-mcp-server,build_now,none,https://developers.binance.com/docs/binance-spot-api-docs/rest-api/request-security; https://developers.binance.com/docs/derivatives/usds-margined-futures/general-info; https://docs.binance.us/; https://github.com/AnalyticAce/binance-mcp-server; https://developers.binance.com/docs/binance-spot-api-docs/rest-api/general-api-information,medium,"Auth and API surface confirmed from official developers.binance.com pages via search; I did not fetch the full docs pages directly. Many community MCP servers exist (ethancod1ng, AnalyticAce, nirholas, TermiX, etc.) but no official Binance MCP was found. Real caveats for an agent toolkit: HMAC request signing must be implemented, KYC needed for keys, and regional entity split (Binance.com vs Binance.US vs regional exchanges).",True,Manually verified in QA sample; no corrections needed.
84,Paygent Connect,Finance and Fintech,paygent / NMI-powered,"Payment connection service of Paygent Co., Ltd., a Japanese payment gateway (Mitsubishi UFJ NICOS / NTT DATA joint venture) supporting cards, convenience-store, carrier, and QR payments.",unclear,"Public plugin source code (WooCommerce/Magento/Go libraries) shows integrations authenticate with a Merchant ID plus 'Connect ID' and 'Connect Password' (and a hash key for some flows) sent with each request — a proprietary credential scheme, not standard OAuth2/API-key. I could not access official auth docs to confirm details.",contact_sales,"No self-serve developer portal found. Credentials (Merchant ID, Connect ID/Password) are issued by Paygent after a merchant contract; official technical documentation appears to be distributed to contracted merchants rather than published openly. No public sandbox signup found.",unclear,unclear,"Third-party integration code indicates an HTTP POST 'telegram'-style transaction API plus hosted payment pages, covering credit card, convenience store, Pay-easy, net banking, carrier billing, and QR wallets, but no public official API reference was found.",no_mcp_found,,needs_partner_or_paid_access,"No public developer docs or self-serve credentials; requires a Japanese merchant contract with Paygent, and the product's exact identity is ambiguous",https://altstack.jp/en/services/payment-providers/paygent/; https://documentation.ixopay.com/adapters/paygent; https://github.com/wp-plugins/woocommerce-for-paygent-payment-main/blob/master/includes/gateways/paygent/class-wc-gateway-paygent-cc.php; https://pkg.go.dev/github.com/qor/gomerchant/gateways/paygent; https://www.paygent.co.jp/payment_service/connect/module_type/; https://github.com/punkpeye/awesome-mcp-servers,low,"Identity is ambiguous as warned. I found the Japanese gateway Paygent (paygent.co.jp), whose integration credentials are literally named 'Connect ID/Connect Password' — likely the source of the 'Paygent Connect' name. I found NO evidence of an NMI-powered product called 'Paygent Connect'; searches combining 'Paygent Connect' with NMI returned only generic NMI docs. There is also an unrelated paygent.ai. All auth/API claims here come from third-party plugin source and integrator docs, not official Paygent documentation. Do not treat this as a clean buildable target.",True,Manually verified in QA sample; no corrections needed.
85,iPayX,Finance and Fintech,ipayx.ai/docs,FINTRAC-registered FX audit platform that scores foreign-exchange transactions against live mid-market rates to expose hidden bank FX fees.,API key,Free/paid API keys obtained from ipayx.ai; the MCP server's mid-market-rate tool works without a key while live provider comparisons require a free key. No OAuth or other schemes documented.,trial_or_free_but_limited,"Very low friction: sample audit and sandbox with no signup, 5 free lifetime audits without a credit card, free API key for basic tools; paid tiers unlock full API access and white-label embedding. No production compliance gating observed.",REST,narrow,"Small, focused surface: REST API + SDKs for FX audits (audit-grade JSON, hash-chain receipts) and an MCP server exposing ~4 tools (audit_fx_fee, compare_providers, score_invoice, get_mid_market_rate).",official_mcp,https://github.com/Ipayx-stellar/mcp-fx-audit,build_with_limits,Docs are thin and partly broken (ipayx.ai/docs returned 404); very small/young vendor with a narrow single-purpose API,https://www.ipayx.ai/; https://www.ipayx.ai/docs/mcp-server; https://github.com/Ipayx-stellar/mcp-fx-audit; https://glama.ai/mcp/connectors/io.github.Ipayx-stellar/fx-audit,medium,"As warned, docs are thin: the direct ipayx.ai/docs URL 404'd, though the homepage advertises a REST API reference and MCP docs, and /docs/mcp-server exists. Name collides with several unrelated 'iPay' payment providers (i-pay.io, ipaygh.com, ipayafrica.com) — this entry is specifically the ipayx.ai FX-audit startup, which is MCP-native (vendor-published GitHub MCP server, listed on Glama/registries). Auth beyond 'get a free key' is not deeply documented; confidence capped at medium.",False,
86,QuickBooks,Finance and Fintech,developer.intuit.com,"Intuit's small-business accounting platform (QuickBooks Online) covering invoicing, expenses, payroll, and financial reporting.",OAuth2,QuickBooks Online API uses OAuth 2.0 authorization-code flow (client ID/secret from the Intuit Developer portal); access tokens are passed as 'Authorization: Bearer' and expire in 60 minutes with refresh tokens for renewal. OpenID Connect is available on top of OAuth2 for identity.,self_serve,"Self-serve: free Intuit Developer account gives Development keys plus a sandbox QBO company immediately; Production keys are obtained from the app's Production 'Keys & OAuth' section (marketplace listing requires additional app review, but private/internal production use is self-serve).",REST,broad,"REST (QBO v3 Accounting API) covering invoices, customers, vendors, bills, payments, items, journal entries and other entities plus financial reports; separate Payments and Payroll APIs also exist.",official_mcp,https://github.com/intuit/quickbooks-online-mcp-server,build_now,none,https://developer.intuit.com/app/developer/qbo/docs/develop/authentication-and-authorization/oauth-2.0; https://developer.intuit.com/app/developer/qbo/docs/develop/authentication-and-authorization/faq; https://github.com/intuit/quickbooks-online-mcp-server; https://blogs.intuit.com/2025/10/21/experiment-with-intuits-local-mcp-server-early-preview/,high,"Intuit ships an official open-source QuickBooks Online MCP server (local stdio, OAuth2 to one QBO company, early preview per Intuit's Oct 2025 blog). OAuth2 app + sandbox is straightforward; the main operational nuisance is Intuit's token/realmId handling and marketplace review only if publicly listing the app.",False,
87,Xero,Finance and Fintech,developer.xero.com,"Cloud accounting platform for small businesses covering invoicing, bank reconciliation, payroll, and reporting.",OAuth2,"OAuth 2.0 only: standard authorization-code flow (with PKCE support for native apps) for multi-tenant apps, and an OAuth2 client_credentials flow for single-org 'custom connections'. Access tokens expire after 30 minutes with refresh tokens.",self_serve,"Free developer account with a fully functional Demo Company for testing; production works self-serve from day one for up to 25 connected companies. Exceeding 25 connections requires becoming a certified Xero App Partner (multi-checkpoint certification), and custom-connection (client credentials) apps are a separate premium arrangement.",REST,broad,"Broad REST APIs: Accounting (invoices, contacts, payments, bank transactions, reports), plus Payroll, Assets, Files, Projects, and Practice Manager APIs, with granular OAuth scopes.",official_mcp,https://github.com/xeroapi/xero-mcp-server,build_with_limits,Uncertified apps are capped at 25 production company connections; scaling beyond requires Xero App Partner certification,https://developer.xero.com/documentation/guides/oauth2/overview/; https://developer.xero.com/documentation/guides/oauth2/client-credentials/; https://developer.xero.com/documentation/development-accounts/; https://github.com/xeroapi/xero-mcp-server,high,"Xero maintains an official MCP server (XeroAPI/xero-mcp-server, npx @xeroapi/xero-mcp-server) using custom-connection OAuth2 client credentials, plus a xero-agent-toolkit repo of agent examples. Note the scope-model migration: custom connections created from April 29, 2026 use new granular V2 scopes.",False,
88,Brex,Finance and Fintech,developer.brex.com,"Corporate card, expense management, and business banking platform for startups and enterprises.",Personal access token; OAuth2,Own-account access uses a scoped 'user token' generated self-serve in the Brex dashboard (Developer > Settings) and sent as an Authorization: Bearer header; OAuth2 (1-hour access tokens with refresh) is used by partner applications to access other Brex customers' accounts.,self_serve,Any Brex account/card admin can create API tokens with chosen scopes directly from the dashboard — no approval needed for first-party use. Building a multi-customer partner integration requires Brex's OAuth partner setup (launch checklist / partner process). You must be a Brex customer to have credentials at all.,REST,medium,"REST API (api.brex.com) covering users/teams, cards, expenses, transactions and cash accounts, payments, budgets, and webhooks; the official MCP exposes 50+ tools spanning expenses, cards, banking, bills/vendors, travel, and accounting.",official_mcp,https://developer.brex.com/docs/mcp,build_now,none,https://developer.brex.com/guides/authentication; https://developer.brex.com/guides/quickstart; https://developer.brex.com/docs/mcp,high,"Fetched Brex's official MCP docs directly: hosted remote MCP at https://api.brex.com/mcp (beta), supporting OAuth with Dynamic Client Registration or dashboard API keys as Bearer tokens. Tokens expire after 30 days of inactivity. Multi-tenant (OAuth partner) access is the only gated path; single-account toolkit is immediately buildable.",False,
89,Ramp,Finance and Fintech,docs.ramp.com,"Corporate card and spend-management platform with expense, bill-pay, and accounting automation.",OAuth2,OAuth 2.0 only: client_credentials grant for server-to-server access to your own Ramp business (tokens valid ~10 days) and authorization_code grant for user-delegated/partner access; credentials come from a developer app created in the Ramp dashboard with configurable scopes.,self_serve,A Ramp admin creates a developer app under Settings > Developer to get client_id/secret and enable grant types and scopes — self-serve for Ramp customers. A demo/sandbox environment exists (Ramp's own MCP server defaults to the demo environment via RAMP_ENV). Public partner integrations for other customers use the authorization_code flow.,REST,medium,"REST API at api.ramp.com/developer/v1 covering transactions, cards, users, departments, reimbursements, bills, and related spend-management resources with scope-based access.",official_mcp,https://github.com/ramp-public/ramp-mcp,build_now,none,https://docs.ramp.com/developer-api/v1/authorization; https://docs.ramp.com/developer-api/v1/guides/oauth; https://github.com/ramp-public/ramp-mcp; https://support.ramp.com/hc/en-us/articles/46681939909907-Accessing-the-Developer-API,high,"Ramp publishes an official open-source MCP server under its ramp-public GitHub org (uses client_credentials, builds an ephemeral in-memory SQLite ETL to work around token limits). Composio already documents a Ramp OAuth integration, so this is a proven pattern. Credentials require being a Ramp customer with admin access.",False,
90,PitchBook,Finance and Fintech,pitchbook.com research API,"Private-market financial data platform covering companies, deals, investors, funds, and limited partners for VC/PE/M&A research.",API key,The PitchBook REST API (api.pitchbook.com) authenticates every request with a PB-Token API key in the Authorization header. Keys are issued by PitchBook to contracted API customers.,contact_sales,"API access is a standalone paid contract separate from the PitchBook Platform subscription: clients must contact their PitchBook account manager to purchase API access/credits and request an API key or sandbox key. A test sandbox environment can be provisioned, but nothing is self-serve.",REST,medium,"REST API (v2, documented publicly on Postman) providing read access to PitchBook's database of companies, deals, people, investors, funds, service providers, and limited partners; data retrieval is credit-metered.",official_mcp,https://newsroom.morningstar.com/news/news-details/2025/Morningstar-and-PitchBook-Bring-Trusted-Investing-Intelligence-to-Apps-in-ChatGPT/default.aspx,needs_partner_or_paid_access,API keys require a separate paid enterprise contract via a PitchBook account manager; no self-serve credentials or public sandbox signup,https://pitchbook.com/help/PitchBook-api; https://pitchbook.com/products/direct-access-data/api; https://documenter.getpostman.com/view/5190535/TzCV1iRc; https://newsroom.morningstar.com/news/news-details/2025/Morningstar-and-PitchBook-Bring-Trusted-Investing-Intelligence-to-Apps-in-ChatGPT/default.aspx,medium,"As predicted, enterprise/contact-sales gated. PitchBook does have vendor-built MCP connectors — Morningstar/PitchBook announced official MCP app integrations with OpenAI/ChatGPT for licensed subscribers — but there is no publicly downloadable/self-hostable official MCP server, and I could not fetch full official API docs (help pages and Postman collection are the public references). Composio could technically build against the REST API, but only customers with an API contract could use it.",False,
